RECEIPTS APRIL 2024,,,,,,,,,,,,,,,,
DATE,WHOUSE,GRN #,INVOICE #,ITEM CODE,ITEM  DESCRIPTION,UOM, QUANTITY ,LOT NUMBER,MFG. DATE,EXPIRY DATE,MANUFACTURER,UNIT PRICE, TOTAL PRICE ,SUPPLIER,CONTRACT/LPO #,COMMENT
4/23/2024,NPW,G13241,INV2324-955,AA021000,"Diclofenac sodium, 50mg,, tablet,",100," 6,799 ",2408003,03-2024,02-2027,CROWN," 1,003.00 "," 6,819,397.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/23/2024,NPW,G13241,INV2324-955,AA021000,"Diclofenac sodium, 50mg,, tablet,",100," 5,811 ",2408002,03-2024,02-2027,CROWN," 1,003.00 "," 5,828,433.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/23/2024,NPW,G13242,VP-315/2024,HH147900,"Syringe, 5ml, disposable, hypoluer with 21g",EACH," 2,000 ",2401069,01-2024,12-2028,Oneject, 177.67 ," 355,340.00 ",Victoria Pharmaceuticals Limited,CMST001242,POSTED
4/23/2024,NPW,G13242,VP-315/2024,HH147900,"Syringe, 5ml, disposable, hypoluer with 21g",EACH," 298,000 ",2401068,01-2024,12-2028,Oneject, 177.67 ," 52,945,660.00 ",Victoria Pharmaceuticals Limited,CMST001242,POSTED
4/23/2024,NPW,G13242,VP-315/2024,HH147300,"Syringe,2ml,disposable hypoluer with,25g,needle,Ea",EACH," 120,000 ",2401067,01-2024,12-2028,Oneject, 137.27 ," 16,472,400.00 ",Victoria Pharmaceuticals Limited,CMST001242,POSTED
4/24/2024,NPW,G13247,019,HH077700,"Glove disposable powdered latex ,medium,100",100," 17,000 ",7407,02-2024,02-2029,ONEGLOVES, 4.50 ," 76,500.00 ",Panganani Trading,CMST001900,POSTED
4/24/2024,NPW,G13248,71396,BB073800,"Tranexamic acid 100mg/ml, 5ml",EACH," 2,352 ",ELF8AU4001,01-2024,12-2025,EMCURE, 1.15 ," 2,704.80 ",Pharmavet,CMST001740,POSTED
4/24/2024,NPW,G13249,71395,BB073800,"Tranexamic acid 100mg/ml, 5ml",EACH," 2,058 ",ELF8AU4001,01-2024,12-2025,EMCURE, 1.15 ," 2,366.70 ",Pharmavet,CMST001763,POSTED
4/24/2024,NPW,G13250,71398,AA030900,"Hydrochlorothiazide,25mg,tablet,1000",1000, 400 ,T3283,10-2023,09-2026,LEBEN, 3.02 ," 1,206.00 ",Pharmavet,CMST001573,POSTED
4/24/2024,NPW,G13250,71398,AA030900,"Hydrochlorothiazide,25mg,tablet,1000",1000," 2,100 ",T4543,12-2023,11-2026,LEBEN, 3.02 ," 6,331.50 ",Pharmavet,CMST001573,POSTED
4/24/2024,NPW,G13251,71397,AA014100,"Chlorpheniramine maleate,4mg,tablet,1000",1000," 2,000 ",85359,02-2024,01-2027,Laboratory & Allied, 1.08 ," 2,160.00 ",Pharmavet,CMST001265,POSTED
4/24/2024,NPW,G13252,LLW/03325,EE048300,"Tetracycline eye ointment,1%,3.5g,Each",EACH," 6,000 ",H4001,01-2024,12-2026,ASENCE, 600.00 ," 3,600,000.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,EE034800,"Paracetamol syrup,120mg/5ml,100ml,Each",EACH," 4,200 ",AC11002,01-2024,12-2026,ASENCE, 950.00 ," 3,990,000.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,EE034800,"Paracetamol syrup,120mg/5ml,100ml,Each",EACH," 29,700 ",AC11001,01-2024,12-2026,ASENCE, 950.00 ," 28,215,000.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH," 12,592 ",85224,01-2024,12-2026,Laboratory & Allied," 1,100.00 "," 13,851,200.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,EE002700,"Amoxycillin 125mg/5ml suspension, PFR, 100ml",EACH," 5,400 ",85274,01-2024,12-2026,Laboratory & Allied," 1,100.00 "," 5,940,000.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,AA028200,"Furosemide (Frusemide),40mg,tablet,1000",1000, 790 ,85246,01-2024,12-2026,Laboratory & Allied," 13,950.00 "," 11,020,500.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13252,LLW/03325,AA014400,"Chlorpromazine,100mg,coated tablet,1000",1000, 50 ,85360,02-2024,01-2026,ASENCE," 45,000.00 "," 2,250,000.00 ",Pharmavet,CMST001846,POSTED
4/24/2024,NPW,G13253,014,HH077700,"Glove disposable powdered latex ,medium,100",100," 15,000 ",7407,02-2024,02-2029,ONEGLOVES, 4.50 ," 67,500.00 ",LIUP Medical Suppliers,CMST001897,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 168 ,2404110,04-2024,03-2027,CROWN," 11,730.00 "," 1,970,640.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404109,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404108,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404107,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404106,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404105,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404104,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404103,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404102,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404101,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404100,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 920 ,2404099,04-2024,03-2027,CROWN," 11,730.00 "," 10,791,600.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13257,INV2324-964,AA049500,"Paracetamol,500mg,tablet,1000",1000, 992 ,2404098,04-2024,03-2027,CROWN," 11,730.00 "," 11,636,160.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
4/25/2024,NPW,G13258,INV2324-955,AA021000,"Diclofenac sodium, 50mg,, tablet,",100, 8 ,2408004,03-2024,02-2027,CROWN," 1,003.00 "," 8,024.00 ",Crown Pharmaceuticals & Research Laboratories Limited,CMST001949,POSTED
